Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774269554,50,,Aggregated,27.800000,0.000000,840,1000,1200,1400,4100,6300,8500,8700,12000,12000,12000,930,0,840.0,1477.2370237183648,26.645499980077147,11516.129833180457,2376.8795698924732
1774269555,50,,Aggregated,28.300000,0.000000,840,1000,1100,1400,4100,6100,8500,8700,12000,12000,12000,953,0,840.0,1466.7410436931682,26.645499980077147,11516.129833180457,2356.137460650577
1774269556,50,,Aggregated,28.200000,0.000000,850,1000,1100,1400,4000,6100,8500,8700,12000,12000,12000,965,0,850.0,1461.8385255775881,26.645499980077147,11516.129833180457,2350.078756476684
1774269557,50,,Aggregated,28.300000,0.000000,860,1000,1200,1500,3900,5900,8500,8700,12000,12000,12000,990,0,860.0,1463.6323497200272,26.645499980077147,11516.129833180457,2362.541414141414
1774269558,50,,Aggregated,28.400000,0.000000,870,1000,1200,1400,3900,5800,8500,8600,11000,12000,12000,1023,0,870.0,1449.4965912911673,26.645499980077147,11516.129833180457,2365.535679374389
1774269559,50,,Aggregated,25.800000,0.000000,850,1000,1200,1400,3800,5800,8500,8600,11000,12000,12000,1052,0,850.0,1426.7569338675312,26.645499980077147,11516.129833180457,2387.5256653992396
1774269560,50,,Aggregated,25.000000,0.000000,830,1000,1200,1400,3700,5700,8500,8600,11000,12000,12000,1083,0,830.0,1399.5402707085823,26.645499980077147,11516.129833180457,2377.106186518929
1774269561,50,,Aggregated,26.200000,0.000000,820,1000,1100,1400,3700,5700,8500,8600,11000,12000,12000,1119,0,820.0,1366.9790987941162,26.645499980077147,11516.129833180457,2387.49508489723
1774269562,50,,Aggregated,25.600000,0.000000,800,1000,1100,1300,3600,5500,8500,8600,11000,12000,12000,1154,0,800.0,1331.8318088611175,26.645499980077147,11516.129833180457,2382.4688041594454
1774269563,50,,Aggregated,25.300000,0.000000,800,1000,1100,1300,3600,5500,8500,8600,11000,12000,12000,1161,0,800.0,1325.9563917678386,26.645499980077147,11516.129833180457,2379.709732988803
1774269564,50,,Aggregated,26.200000,0.000000,800,990,1100,1300,3500,5500,8500,8600,11000,12000,12000,1184,0,800.0,1316.3868643809897,26.645499980077147,11516.129833180457,2417.021114864865
1774269565,50,,Aggregated,27.200000,0.000000,800,1000,1100,1300,3500,5400,8500,8600,11000,12000,12000,1201,0,800.0,1318.4963473582952,26.645499980077147,11516.129833180457,2419.7177352206495
1774269566,50,,Aggregated,25.300000,0.000000,820,1000,1100,1400,3400,5400,8500,8600,11000,12000,12000,1215,0,820.0,1317.8475930125533,26.645499980077147,11516.129833180457,2408.998353909465
1774269567,50,,Aggregated,25.100000,0.000000,830,1000,1200,1400,3400,5300,8500,8600,11000,12000,12000,1244,0,830.0,1329.3164949491695,26.645499980077147,11516.129833180457,2405.1326366559488
1774269568,50,,Aggregated,24.900000,0.000000,840,1000,1200,1400,3300,5300,8400,8600,11000,12000,12000,1270,0,830.0,1323.7529831767947,26.645499980077147,11516.129833180457,2384.5811023622045
1774269569,50,,Aggregated,24.700000,0.000000,840,1000,1200,1400,3100,5300,8400,8600,11000,12000,12000,1295,0,840.0,1315.2022470813604,26.645499980077147,11516.129833180457,2370.333590733591
1774269571,50,,Aggregated,25.600000,0.000000,830,1000,1200,1400,3000,5300,8400,8600,11000,12000,12000,1326,0,830.0,1299.6186928210434,26.645499980077147,11516.129833180457,2356.865761689291
1774269572,50,,Aggregated,24.200000,0.000000,840,1000,1200,1400,3000,5300,8400,8600,11000,12000,12000,1340,0,840.0,1299.4412361428754,26.645499980077147,11516.129833180457,2347.035820895522
1774269573,50,,Aggregated,24.300000,0.000000,830,1000,1200,1400,2800,5200,8400,8600,11000,12000,12000,1376,0,830.0,1286.4884399354787,26.645499980077147,11516.129833180457,2345.2463662790697
1774269574,50,,Aggregated,24.300000,0.000000,820,1000,1200,1400,2700,5200,8400,8500,11000,12000,12000,1404,0,820.0,1275.5519850544388,26.645499980077147,11516.129833180457,2341.688034188034
1774269575,50,,Aggregated,22.200000,0.000000,820,1000,1100,1300,2500,5100,8400,8500,11000,12000,12000,1429,0,820.0,1264.445384314246,26.645499980077147,11516.129833180457,2351.0566829951013
1774269576,50,,Aggregated,22.200000,0.000000,810,1000,1100,1300,2500,5100,8400,8500,11000,12000,12000,1462,0,810.0,1247.7123855849507,26.645499980077147,11516.129833180457,2340.1744186046512
1774269577,50,,Aggregated,24.300000,0.000000,800,990,1100,1300,2300,5100,8400,8500,11000,12000,12000,1492,0,800.0,1235.580311727494,26.645499980077147,11516.129833180457,2342.344504021448
1774269578,50,,Aggregated,24.300000,0.000000,790,980,1100,1300,2200,5100,8300,8500,11000,12000,12000,1519,0,790.0,1226.2340779381009,26.645499980077147,11516.129833180457,2351.0480579328505
1774269579,50,,Aggregated,27.600000,0.000000,770,980,1100,1300,2100,5000,8300,8500,11000,12000,12000,1555,0,770.0,1214.1758124972919,26.645499980077147,11516.129833180457,2357.668810289389
1774269580,50,,Aggregated,27.600000,0.000000,760,970,1100,1200,2000,4900,8300,8500,11000,12000,12000,1590,0,760.0,1199.72953300106,26.645499980077147,11516.129833180457,2343.464779874214
1774269581,50,,Aggregated,28.400000,0.000000,760,960,1100,1200,2000,4900,8300,8500,11000,12000,12000,1615,0,760.0,1187.8668288015488,26.645499980077147,11516.129833180457,2356.4854489164086
1774269582,50,,Aggregated,29.500000,0.000000,750,950,1100,1200,1900,4600,8300,8500,11000,12000,12000,1644,0,750.0,1177.5665223870965,26.645499980077147,11516.129833180457,2361.0407542579073
1774269583,50,,Aggregated,28.300000,0.000000,750,940,1100,1200,1900,4600,8100,8500,11000,12000,12000,1675,0,750.0,1167.9292248830254,26.645499980077147,11516.129833180457,2367.7337313432836
1774269584,50,,Aggregated,30.100000,0.000000,740,940,1100,1200,1900,4600,8100,8500,11000,12000,12000,1705,0,740.0,1157.418096048588,26.645499980077147,11516.129833180457,2365.252785923754
1774269585,50,,Aggregated,29.300000,0.000000,740,940,1100,1200,1900,4500,8100,8500,11000,12000,12000,1729,0,740.0,1151.1161735423013,26.645499980077147,11516.129833180457,2364.724696356275
1774269586,50,,Aggregated,29.800000,0.000000,730,920,1100,1200,1900,4400,7900,8500,11000,12000,12000,1767,0,730.0,1136.9877103681877,26.645499980077147,11516.129833180457,2383.3842671194116
1774269587,50,,Aggregated,29.800000,0.000000,720,920,1000,1200,1800,4300,7900,8500,11000,12000,12000,1794,0,720.0,1129.0495282938703,26.645499980077147,11516.129833180457,2385.903010033445
1774269588,50,,Aggregated,30.200000,0.000000,710,900,1000,1100,1800,4200,7800,8500,11000,12000,12000,1820,0,710.0,1119.995654036117,26.645499980077147,11516.129833180457,2383.5554945054946
1774269589,50,,Aggregated,29.900000,0.000000,700,890,1000,1100,1800,4100,7800,8500,11000,12000,12000,1852,0,700.0,1109.8983022703671,26.645499980077147,11516.129833180457,2388.082073434125
1774269590,50,,Aggregated,29.900000,0.000000,690,890,1000,1100,1700,4100,7800,8500,11000,12000,12000,1877,0,690.0,1103.7923849291244,26.645499980077147,11516.129833180457,2379.9941395844435
1774269591,50,,Aggregated,29.700000,0.000000,700,880,1000,1100,1700,4100,7700,8500,11000,12000,12000,1903,0,700.0,1099.851957923883,26.645499980077147,11516.129833180457,2372.467157120336
1774269592,50,,Aggregated,28.700000,0.000000,700,880,1000,1100,1700,4000,7700,8500,11000,12000,12000,1932,0,690.0,1093.056669864875,26.645499980077147,11516.129833180457,2367.0584886128363
1774269593,50,,Aggregated,29.300000,0.000000,700,880,1000,1100,1700,3900,7700,8500,11000,12000,12000,1951,0,700.0,1090.1988681291457,26.645499980077147,11516.129833180457,2355.0302409021015
1774269594,50,,Aggregated,28.800000,0.000000,710,890,1000,1100,1700,3900,7700,8500,11000,12000,12000,1971,0,710.0,1089.9316731196336,26.645499980077147,11516.129833180457,2353.318619989853
1774269595,50,,Aggregated,27.900000,0.000000,710,890,1000,1100,1700,3900,7600,8500,9600,12000,12000,2007,0,710.0,1085.024579622916,26.645499980077147,11516.129833180457,2335.5281514698554
1774269596,50,,Aggregated,26.500000,0.000000,720,890,1000,1100,1700,3900,7600,8500,9600,12000,12000,2036,0,720.0,1081.7736894100876,26.645499980077147,11516.129833180457,2319.277504911591
1774269597,50,,Aggregated,28.000000,0.000000,720,880,1000,1100,1600,3900,7500,8500,9600,12000,12000,2059,0,720.0,1077.5161043858639,26.645499980077147,11516.129833180457,2309.2797474502186
1774269598,50,,Aggregated,26.000000,0.000000,720,880,1000,1100,1600,3800,7500,8500,9600,12000,12000,2089,0,720.0,1073.4486374103492,26.645499980077147,11516.129833180457,2310.1033987553856
1774269599,50,,Aggregated,26.500000,0.000000,720,880,1000,1100,1600,3800,7500,8500,9600,12000,12000,2110,0,720.0,1071.5233733268428,26.645499980077147,11516.129833180457,2302.4857819905214
1774269600,50,,Aggregated,26.400000,0.000000,720,880,1000,1100,1600,3800,7500,8500,9600,12000,12000,2131,0,720.0,1069.2015952458635,26.645499980077147,11516.129833180457,2297.2121069920227
1774269601,50,,Aggregated,25.600000,0.000000,720,870,1000,1100,1600,3700,7500,8500,9600,12000,12000,2167,0,720.0,1063.8781955718598,26.645499980077147,11516.129833180457,2293.026303645593
1774269602,50,,Aggregated,25.000000,0.000000,720,870,990,1100,1600,3700,7500,8500,9600,12000,12000,2195,0,720.0,1058.4011109406872,26.645499980077147,11516.129833180457,2281.616856492027
1774269603,50,,Aggregated,26.000000,0.000000,720,860,990,1100,1600,3700,7400,8500,9600,12000,12000,2228,0,710.0,1052.4295335200813,26.645499980077147,11516.129833180457,2281.060143626571
1774269604,50,,Aggregated,26.100000,0.000000,710,860,990,1100,1600,3700,7200,8500,9600,12000,12000,2251,0,710.0,1049.1206271172368,26.645499980077147,11516.129833180457,2278.1794757885386
1774269605,50,,Aggregated,27.300000,0.000000,710,850,980,1100,1600,3600,7200,8500,9600,12000,12000,2278,0,710.0,1044.837363996225,26.645499980077147,11516.129833180457,2301.0364354697103
1774269606,50,,Aggregated,27.900000,0.000000,710,850,980,1100,1500,3600,6300,8500,9600,12000,12000,2308,0,710.0,1037.2516460216561,26.645499980077147,11516.129833180457,2319.266897746967
1774269607,50,,Aggregated,26.600000,0.000000,710,850,980,1100,1500,3600,6300,8500,9600,12000,12000,2332,0,710.0,1033.4993952877883,26.645499980077147,11516.129833180457,2315.963550600343
1774269608,50,,Aggregated,26.600000,0.000000,710,850,980,1100,1500,3600,6100,8500,9600,12000,12000,2355,0,710.0,1032.091722424654,26.645499980077147,11516.129833180457,2309.7180467091293
1774269609,50,,Aggregated,27.100000,0.000000,710,850,980,1100,1500,3500,6100,8500,9600,12000,12000,2381,0,710.0,1033.5993395532735,26.645499980077147,11516.129833180457,2322.461570768585
1774269610,50,,Aggregated,27.300000,0.000000,710,850,980,1100,1500,3400,6100,8500,9600,12000,12000,2422,0,710.0,1027.3894026525,26.645499980077147,11516.129833180457,2311.372832369942
1774269611,50,,Aggregated,26.800000,0.000000,710,850,980,1100,1500,3400,5900,8500,9600,12000,12000,2456,0,710.0,1018.1905782337116,26.645499980077147,11516.129833180457,2306.1152280130295
1774269612,50,,Aggregated,27.900000,0.000000,700,850,970,1100,1500,3400,5900,8500,9600,12000,12000,2482,0,700.0,1010.881853568042,26.645499980077147,11516.129833180457,2304.0257856567287
1774269613,50,,Aggregated,28.000000,0.000000,700,840,970,1000,1500,3300,5900,8400,9600,12000,12000,2506,0,700.0,1005.7118156147565,26.645499980077147,11516.129833180457,2296.101356743815
1774269614,50,,Aggregated,28.500000,0.000000,700,840,970,1000,1500,3300,5900,8400,9600,12000,12000,2532,0,700.0,1002.655268845308,26.645499980077147,11516.129833180457,2299.187203791469
1774269615,50,,Aggregated,28.000000,0.000000,700,840,970,1000,1500,3200,5900,8400,9600,12000,12000,2550,0,700.0,1002.7042057709403,26.645499980077147,11516.129833180457,2291.3498039215688
1774269616,50,,Aggregated,27.700000,0.000000,710,850,980,1100,1500,3100,5800,8400,9600,12000,12000,2574,0,700.0,1004.399127722555,26.645499980077147,11516.129833180457,2291.061383061383
1774269617,50,,Aggregated,27.200000,0.000000,710,850,980,1100,1500,3100,5800,8400,9600,12000,12000,2594,0,710.0,1004.7144687927702,26.645499980077147,11516.129833180457,2285.4151888974557
1774269618,50,,Aggregated,26.500000,0.000000,710,860,990,1100,1500,3000,5800,8400,9600,12000,12000,2616,0,710.0,1006.2619730212871,26.645499980077147,11516.129833180457,2289.466743119266
1774269619,50,,Aggregated,26.200000,0.000000,710,860,990,1100,1500,3000,5700,8400,9600,12000,12000,2654,0,710.0,1005.1118001480781,26.645499980077147,11516.129833180457,2281.6948003014318
1774269620,50,,Aggregated,25.500000,0.000000,710,860,990,1100,1400,3000,5700,8400,9600,12000,12000,2683,0,710.0,1000.900579206045,26.645499980077147,11516.129833180457,2281.052553112188
1774269621,50,,Aggregated,26.700000,0.000000,710,850,990,1100,1400,3000,5700,8400,9600,12000,12000,2709,0,710.0,996.0454855913185,26.645499980077147,11516.129833180457,2278.8261351052047
1774269622,50,,Aggregated,26.800000,0.000000,700,850,990,1100,1400,2800,5700,8400,9600,12000,12000,2741,0,700.0,989.5598596495885,26.645499980077147,11516.129833180457,2293.8580809923387
1774269623,50,,Aggregated,25.900000,0.000000,710,860,990,1100,1400,2800,5700,8400,9600,12000,12000,2761,0,710.0,990.5519937253626,26.645499980077147,11516.129833180457,2299.3462513582035
1774269624,50,,Aggregated,25.900000,0.000000,710,850,990,1100,1400,2800,5700,8400,9600,12000,12000,2773,0,710.0,989.2228680911846,26.645499980077147,11516.129833180457,2296.5816804904434
1774269625,50,,Aggregated,24.400000,0.000000,710,860,1000,1100,1500,2700,5700,8400,9600,12000,12000,2790,0,710.0,993.0496294835856,26.645499980077147,11516.129833180457,2297.441935483871
1774269626,50,,Aggregated,25.000000,0.000000,710,870,1000,1100,1500,2700,5700,8400,9600,12000,12000,2817,0,710.0,998.5784287397499,26.645499980077147,11516.129833180457,2301.3205537806175
1774269627,50,,Aggregated,24.200000,0.000000,720,880,1000,1100,1500,2600,5500,8400,9600,12000,12000,2851,0,720.0,999.5517824903543,26.645499980077147,11516.129833180457,2307.7106278498773
1774269628,50,,Aggregated,23.800000,0.000000,710,870,1000,1100,1500,2500,5500,8400,9600,12000,12000,2879,0,710.0,995.5424407934404,26.645499980077147,11516.129833180457,2309.5547064953107
1774269629,50,,Aggregated,24.500000,0.000000,710,870,1000,1100,1500,2500,5500,8400,9600,12000,12000,2902,0,710.0,990.5056303144297,26.645499980077147,11516.129833180457,2307.2019297036527
1774269630,50,,Aggregated,25.600000,0.000000,710,860,1000,1100,1500,2500,5500,8400,9600,12000,12000,2928,0,710.0,987.2412101413814,26.645499980077147,11516.129833180457,2312.9463797814205
1774269631,50,,Aggregated,25.200000,0.000000,710,860,1000,1100,1500,2500,5500,8400,9600,12000,12000,2952,0,710.0,986.1970285559768,26.645499980077147,11516.129833180457,2311.680216802168
1774269632,50,,Aggregated,24.300000,0.000000,720,870,1000,1100,1500,2500,5500,8400,9600,12000,12000,2974,0,710.0,986.2537114601018,26.645499980077147,11516.129833180457,2310.821452589106
1774269633,50,,Aggregated,24.000000,0.000000,720,880,1000,1100,1500,2400,5500,8400,9600,12000,12000,2996,0,720.0,987.4224387265796,26.645499980077147,11516.129833180457,2309.803738317757
1774269634,50,,Aggregated,23.200000,0.000000,720,880,1000,1100,1500,2300,5400,8300,9000,12000,12000,3019,0,720.0,989.8083756779453,26.645499980077147,11516.129833180457,2303.201059953627
1774269635,50,,Aggregated,23.800000,0.000000,730,890,1000,1100,1500,2200,5400,8300,9000,12000,12000,3043,0,730.0,991.3303410711524,26.645499980077147,11516.129833180457,2294.7633913900754
1774269636,50,,Aggregated,23.600000,0.000000,730,900,1000,1100,1400,2200,5300,8300,9000,12000,12000,3075,0,730.0,991.7947620352563,26.645499980077147,11516.129833180457,2291.7359349593494
1774269637,50,,Aggregated,24.700000,0.000000,740,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3101,0,740.0,991.0842651174389,26.645499980077147,11516.129833180457,2292.6198000644954
1774269638,50,,Aggregated,25.500000,0.000000,730,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3129,0,730.0,988.3089922646822,26.645499980077147,11516.129833180457,2303.3601789709173
1774269639,50,,Aggregated,25.700000,0.000000,740,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3155,0,740.0,987.5544563671589,26.645499980077147,11516.129833180457,2302.3223454833596
1774269640,50,,Aggregated,25.200000,0.000000,740,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3180,0,740.0,986.4130982585872,26.645499980077147,11516.129833180457,2305.027987421384
1774269641,50,,Aggregated,24.600000,0.000000,740,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3203,0,740.0,985.7433140950985,26.645499980077147,11516.129833180457,2298.86575085857
1774269642,50,,Aggregated,24.500000,0.000000,740,900,1000,1100,1400,2100,5300,8300,9000,12000,12000,3239,0,740.0,983.9284229720562,26.645499980077147,11516.129833180457,2307.423896264279
1774269643,50,,Aggregated,25.300000,0.000000,740,890,1000,1100,1400,2100,5300,8300,9000,12000,12000,3264,0,740.0,981.7749428635294,26.645499980077147,11516.129833180457,2296.8967524509803
1774269644,50,,Aggregated,25.800000,0.000000,750,890,1000,1100,1400,2000,5300,8300,9000,12000,12000,3294,0,740.0,980.4219812063305,26.645499980077147,11516.129833180457,2289.1863995142685
1774269645,50,,Aggregated,27.000000,0.000000,740,890,1000,1100,1400,2000,5300,8100,9000,12000,12000,3318,0,740.0,978.6719399130487,26.645499980077147,11516.129833180457,2283.5883062085595
1774269646,50,,Aggregated,26.500000,0.000000,750,890,1000,1100,1400,2000,5300,8100,9000,12000,12000,3345,0,750.0,977.3271067917169,26.645499980077147,11516.129833180457,2295.4774289985053
1774269647,50,,Aggregated,27.000000,0.000000,750,890,1000,1100,1400,2000,5300,8100,9000,12000,12000,3375,0,750.0,975.5122530034708,26.645499980077147,11516.129833180457,2296.794962962963
